shipment_id,warehouse_id,region_id,carrier_id,shipment_cost,delivery_status,is_fragile,shipment_date,delivery_date,package_weight_kg,declared_value_inr,payment_type,priority_level,created_ts,delivery_days
L9825,W34,R04,C11,826.21,Delivered,N,2025-12-24,2025-12-31,15.97,500,COD,Standard,2025-12-24 06:54:00,
L8640,W28,R05,C13,248.95,Delivered,N,2025-12-24,2025-12-26,19.55,11001,Prepaid,Standard,2025-12-24 07:08:00,
L8048,W31,R07,C12,1511.5,Delivered,N,2025-12-24,2025-12-27,5.83,17100,Prepaid,Standard,2025-12-24 07:13:00,
L9054,W31,R07,C02,722.35,Delivered,Y,2025-12-24,2025-12-29,12.76,15819,Prepaid,Standard,2025-12-24 07:24:00,
L8109,W30,R04,C02,870.41,Delivered,Y,2025-12-24,2025-12-28,15.01,1080,COD,Standard,2025-12-24 07:32:00,
L8231,W05,R05,C13,265.16,Delivered,N,2025-12-24,2025-12-29,11.59,3318,Prepaid,Standard,2025-12-24 07:35:00,
L8756,W03,R05,C05,1151.75,Delivered,Y,2025-12-24,2025-12-25,0.2,24195,COD,Express,2025-12-24 08:04:00,
L8454,W03,R05,,631.89,Delivered,N,2025-12-24,2025-12-31,19.24,20941,Prepaid,Standard,2025-12-24 08:06:00,
L8239,W36,R06,C01,1948.14,Delayed,N,2025-12-24,2025-12-28,23.44,24449,COD,Standard,2025-12-24 08:14:00,
L7515,W10,R03,C02,803.71,Delivered,N,2025-12-24,2025-12-29,9.18,3764,COD,Express,2025-12-24 08:21:00,
L7831,W06,R08,C12,822.98,Delivered,N,2025-12-24,2025-12-24,13.68,19218,Prepaid,Standard,2025-12-24 08:27:00,
L7329,W07,R04,C04,,Delayed,N,2025-12-24,2025-12-28,19.99,6751,COD,Standard,2025-12-24 08:28:00,
L8775,W31,R07,C15,1259.82,Delivered,N,2025-12-24,2025-12-27,15.12,23148,COD,Standard,2025-12-24 08:36:00,
L7585,W16,R02,C05,483.09,Delivered,N,2025-12-24,,15.9,19059,Prepaid,Standard,2025-12-24 08:41:00,
L9973,W09,R02,C03,468.28,Delivered,N,2025-12-24,2025-12-28,7.54,4998,Prepaid,Express,2025-12-24 08:50:00,
L7760,W20,R04,C15,1429.04,Delayed,Y,2025-12-24,2025-12-28,10.92,17702,Prepaid,SameDay,2025-12-24 09:10:00,
L9628,W15,R07,C10,763.42,Delivered,Y,2025-12-24,2025-12-28,18.78,18838,Prepaid,Standard,2025-12-24 09:10:00,
L8866,W07,R04,C13,765.51,Delivered,N,2025-12-24,2025-12-31,12.01,11463,Prepaid,Standard,2025-12-24 09:19:00,
L7462,W26,R04,C10,439.04,Delivered,N,2025-12-24,2025-12-26,18.0,23326,Credit,Express,2025-12-24 09:31:00,
L8506,W17,R08,C03,804.2,Delivered,N,2025-12-24,2025-12-27,3.31,9604,Prepaid,Standard,2025-12-24 09:49:00,
L8348,W08,R05,C04,856.9,Delayed,Y,2025-12-24,2025-12-25,22.43,8032,Prepaid,Standard,2025-12-24 09:52:00,
L9571,W05,R05,C01,1494.68,Delivered,Y,2025-12-24,2025-12-26,2.46,22399,Prepaid,Standard,2025-12-24 09:54:00,
L9441,W15,R07,C12,1300.48,Delivered,Y,2025-12-24,2025-12-24,18.33,8807,Prepaid,Standard,2025-12-24 09:55:00,
L8268,W16,R02,C03,758.66,Delivered,N,2025-12-24,2025-12-28,16.12,8718,Prepaid,Express,2025-12-24 11:14:00,
L7383,W25,R04,C10,681.74,Delayed,N,2025-12-24,2025-12-29,14.27,17269,Prepaid,Standard,2025-12-24 11:23:00,
L8750,W25,R04,C08,493.57,Delivered,N,2025-12-24,2025-12-29,16.29,11473,Prepaid,Express,2025-12-24 11:27:00,
L7782,W36,R06,C04,620.23,Failed,N,2025-12-24,,7.79,19203,COD,Standard,2025-12-24 11:36:00,
L7725,W24,R04,C03,799.78,Delivered,N,2025-12-24,2025-12-29,8.5,1058,COD,Standard,2025-12-24 11:45:00,
L8387,W12,R04,C06,1780.83,Failed,N,2025-12-24,,9.32,18453,Prepaid,Standard,2025-12-24 11:46:00,
L8184,W29,R08,C07,565.74,Delayed,N,2025-12-24,2026-01-02,9.9,27318,Prepaid,Standard,2025-12-24 11:47:00,
L9027,W03,R05,C07,-50.0,Delivered,Y,2025-12-24,2025-12-26,8.66,18119,Prepaid,Standard,2025-12-24 12:07:00,
L9219,W18,R07,C02,684.27,Delivered,N,2025-12-24,2025-12-29,3.87,22275,COD,Express,2025-12-24 12:27:00,
L9927,W04,R07,C01,1708.18,Delivered,Y,2025-12-24,2025-12-27,9.91,7606,COD,Standard,2025-12-24 12:34:00,
L9495,W09,R02,C09,333.69,Delayed,Y,2025-12-24,2026-01-03,17.32,21976,Prepaid,Express,2025-12-24 12:40:00,
L9217,W27,R05,C09,853.8,Delayed,N,2025-12-24,2026-01-01,16.35,528,COD,Standard,2025-12-24 13:06:00,
L8545,W11,R07,C02,728.28,Delivered,N,2025-12-24,2025-12-28,4.94,36288,COD,Standard,2025-12-24 13:31:00,
L8012,W11,R07,C07,600.01,Delivered,N,2025-12-24,2025-12-30,17.15,18622,Prepaid,Standard,2025-12-24 13:58:00,
L9844,W25,R04,C08,945.73,Delivered,Y,2025-12-24,2025-12-30,16.95,17692,Prepaid,Standard,2025-12-24 14:06:00,
L8595,W20,R04,C04,677.75,Delivered,N,2025-12-24,2025-12-28,21.95,18771,Prepaid,Standard,2025-12-24 14:18:00,
L9994,W11,R07,C04,783.81,Delivered,N,2025-12-24,2025-12-28,12.55,15211,Prepaid,Express,2025-12-24 14:25:00,
L8891,W33,R08,C05,1070.03,Delivered,N,2025-12-24,2025-12-28,16.99,12014,Prepaid,Standard,2025-12-24 14:40:00,
L9418,W39,R06,C07,1054.09,Delayed,Y,2025-12-24,2026-01-03,9.26,20486,COD,Express,2025-12-24 15:16:00,
L7918,W35,R01,C08,575.99,Delivered,Y,2025-12-24,2025-12-27,3.98,1529,Credit,Standard,2025-12-24 15:39:00,
L8684,W25,R04,C11,728.93,Delivered,N,2025-12-24,2026-01-02,15.41,19764,Credit,Standard,2025-12-24 15:57:00,
L7903,W30,R04,C06,1256.28,Delayed,Y,2025-12-24,2025-12-26,10.4,6771,COD,Standard,2025-12-24 16:09:00,
L7031,W18,R07,C08,882.83,Delivered,N,2025-12-24,2025-12-28,9.74,16956,COD,Standard,2025-12-24 16:24:00,
L7982,W29,R08,C07,410.03,Delivered,N,2025-12-24,2025-12-30,13.53,24973,Prepaid,Standard,2025-12-24 16:42:00,
L9090,W10,R03,C02,484.76,Delivered,N,2025-12-24,2025-12-24,13.94,12502,Prepaid,Standard,2025-12-24 16:46:00,
L9472,W16,R02,C07,567.83,Delivered,Y,2025-12-24,2025-12-31,7.72,4945,COD,Standard,2025-12-24 16:50:00,
L8211,W14,R08,C07,475.38,Delivered,N,2025-12-24,2025-12-30,2.52,19439,Prepaid,Standard,2025-12-24 17:01:00,
L7415,W39,R06,C06,,Delivered,Y,2025-12-24,2025-12-27,16.64,14048,Credit,Standard,2025-12-24 17:13:00,
L8461,W01,R01,C02,778.98,Delivered,N,2025-12-24,2025-12-25,8.2,40619,Credit,Standard,2025-12-24 17:38:00,
L7048,W10,R03,C02,815.59,Delivered,N,2025-12-24,2025-12-28,10.15,19357,Credit,Standard,2025-12-24 17:55:00,
L9758,W22,R01,C02,,Delivered,Y,2025-12-24,2025-12-26,12.54,23092,Credit,Standard,2025-12-24 17:56:00,
L9924,W14,R08,C03,406.2,Delivered,N,2025-12-24,2025-12-28,12.61,13149,COD,Standard,2025-12-24 18:23:00,
L9579,W20,R04,C11,1097.62,Delivered,Y,2025-12-24,2026-01-01,18.56,23157,COD,Express,2025-12-24 18:38:00,
L9006,W35,R01,C08,252.71,Delivered,N,2025-12-24,2025-12-27,16.07,20138,COD,Standard,2025-12-24 18:43:00,
L9771,W25,R04,C01,1196.51,Delivered,Y,2025-12-24,2025-12-24,5.8,27372,COD,Standard,2025-12-24 18:44:00,
L7460,W07,R04,C04,732.7,Delivered,N,2025-12-24,2025-12-28,20.56,500,Credit,SameDay,2025-12-24 18:53:00,
L7368,W23,R03,C11,809.35,Delayed,N,2025-12-24,2026-01-05,13.47,27072,COD,Standard,2025-12-24 18:55:00,
L7140,W05,R05,C01,,Delivered,N,2025-12-24,2025-12-26,7.29,9426,COD,Standard,2025-12-24 19:14:00,
L9669,W26,R04,C12,1236.44,Failed,Y,2025-12-24,,14.63,19586,Credit,Standard,2025-12-24 19:16:00,
L8779,W29,R08,C03,1021.62,Delivered,Y,2025-12-24,2025-12-27,22.99,30673,Credit,Standard,2025-12-24 19:17:00,
L9996,W29,R08,C02,453.27,Delayed,N,2025-12-24,2025-12-30,8.37,12986,COD,Express,2025-12-24 19:21:00,
L7372,W25,R04,C08,580.58,Delivered,Y,2025-12-24,2025-12-29,8.07,16286,COD,Standard,2025-12-24 19:24:00,
L7254,W10,R03,C02,444.64,Delayed,N,2025-12-24,2025-12-27,0.76,27748,COD,Standard,2025-12-24 19:44:00,
L8024,W14,R08,C09,538.07,Delivered,N,2025-12-24,2025-12-28,8.68,8276,Prepaid,Standard,2025-12-24 19:53:00,
L9993,W28,R05,C02,649.55,Delivered,N,2025-12-24,2025-12-28,26.61,5749,Prepaid,Standard,2025-12-24 20:01:00,
L8496,W20,R04,C12,1093.6,Delivered,N,2025-12-24,2025-12-24,13.57,11568,Prepaid,Standard,2025-12-24 20:12:00,
L7606,W29,R08,C08,307.86,Delivered,N,2025-12-24,2025-12-29,2.17,500,COD,Standard,2025-12-24 20:19:00,
L8083,W14,R08,C12,12710.0,Delivered,N,2025-12-24,2025-12-27,16.42,16350,COD,Standard,2025-12-24 21:37:00,
L9345,W29,R08,C01,1298.67,Failed,N,2025-12-24,,7.54,14401,Credit,Standard,2025-12-24 21:47:00,
L9327,W05,R05,C10,659.26,Delivered,N,2025-12-24,2025-12-28,14.16,9794,Prepaid,Express,2025-12-24 22:03:00,
L9432,W09,R02,C14,959.57,Delivered,N,2025-12-24,2025-12-27,13.25,7832,Prepaid,Standard,2025-12-24 22:15:00,
L7486,W12,R04,C03,1088.4,Delayed,Y,2025-12-24,2025-12-31,11.02,20147,Prepaid,Standard,2025-12-24 22:39:00,
L9602,W07,R04,C10,378.91,Delivered,Y,2025-12-24,2025-12-27,5.09,17047,COD,Express,2025-12-24 22:42:00,
L9707,W07,R04,C11,737.18,Delivered,N,2025-12-24,2025-12-31,26.75,22627,COD,Standard,2025-12-24 22:59:00,
L7576,W34,R04,C01,1202.4,Delivered,N,2025-12-24,2025-12-27,15.87,16368,Prepaid,Standard,2025-12-24 23:34:00,
L9056,W23,R03,C09,645.86,Delayed,N,2025-12-25,2026-01-03,15.82,15262,Prepaid,Express,2025-12-25 00:17:00,
L9341,W31,R07,C07,559.09,Delivered,Y,2025-12-25,2025-12-29,17.65,23752,Prepaid,Standard,2025-12-25 00:22:00,
L8357,W09,R02,C03,776.62,Delivered,N,2025-12-25,2025-12-29,3.11,11414,Prepaid,Standard,2025-12-25 00:39:00,
L9267,W31,R07,C08,706.48,Delivered,N,2025-12-25,2025-12-27,0.2,10305,Prepaid,Express,2025-12-25 00:47:00,
L7810,W15,R07,C03,621.69,Delivered,N,2025-12-25,2025-12-29,5.16,9244,Prepaid,Standard,2025-12-25 00:47:00,
L7630,W18,R07,C02,941.26,Delivered,Y,2025-12-25,2025-12-29,15.65,17261,Prepaid,Standard,2025-12-25 01:21:00,
L8519,W35,R01,C03,763.45,Delivered,N,2025-12-25,2025-12-28,13.67,11207,Prepaid,Standard,2025-12-25 01:44:00,
L7284,W06,R08,C08,350.17,Delivered,N,2025-12-25,2025-12-30,12.99,15507,Prepaid,Express,2025-12-25 01:51:00,
L9672,W07,R04,C12,1623.23,Delivered,N,2025-12-25,2025-12-27,9.76,17742,Prepaid,Express,2025-12-25 01:59:00,
L9096,W16,R02,C06,1913.34,Delayed,N,2025-12-25,2026-01-01,24.36,25434,Credit,Express,2025-12-25 02:14:00,
L7366,W12,R04,C05,1705.46,Delivered,N,2025-12-25,2025-12-28,7.12,2466,Prepaid,Standard,2025-12-25 02:20:00,
L9305,W04,R07,C04,1155.97,Delivered,Y,2025-12-25,2025-12-31,18.38,23792,Prepaid,Express,2025-12-25 02:27:00,
L8305,W02,R04,C07,767.36,Delivered,Y,2025-12-25,2026-01-02,10.22,13186,Prepaid,Standard,2025-12-25 04:07:00,
L7511,W09,R02,C07,323.68,Delivered,N,2025-12-25,2025-12-31,15.53,16576,Prepaid,Standard,2025-12-25 04:16:00,
L9454,W18,R07,C02,786.11,Delayed,N,2025-12-25,2026-01-02,11.18,14771,Prepaid,Standard,2025-12-25 04:19:00,
L7424,W21,R07,C02,568.88,Delivered,N,2025-12-25,2025-12-28,18.21,2966,Prepaid,Express,2025-12-25 04:25:00,
L9225,W13,R08,C03,315.2,Delayed,N,2025-12-25,2026-01-01,11.46,2896,Prepaid,Standard,2025-12-25 05:02:00,
L8693,W23,R03,C07,653.99,Delivered,N,2025-12-25,2026-01-01,10.38,22092,Prepaid,Standard,2025-12-25 05:07:00,
L7375,W37,R08,C06,1634.99,Delivered,N,2025-12-25,2025-12-25,17.06,16648,Prepaid,Standard,2025-12-25 05:20:00,
L9807,W24,R04,C01,1528.79,Delivered,N,2025-12-25,2025-12-25,22.6,23969,Prepaid,Standard,2025-12-25 06:01:00,
L7242,W30,R04,C07,589.83,Delivered,N,2025-12-25,2025-12-30,10.16,500,COD,Standard,2025-12-25 06:17:00,
L7106,W10,R03,C03,666.0,Delivered,N,2025-12-25,2025-12-27,8.24,6876,COD,Express,2025-12-25 06:32:00,
L7655,W07,R04,C08,679.97,Delivered,N,2025-12-25,2025-12-30,17.55,9634,Prepaid,Standard,2025-12-25 06:58:00,
L9939,W33,R08,C03,614.25,Delivered,N,2025-12-25,2025-12-28,0.2,4011,Credit,Express,2025-12-25 07:12:00,
L7361,W05,R05,C05,1579.32,Delivered,Y,2025-12-25,2025-12-25,13.57,17903,COD,Standard,2025-12-25 07:55:00,
L8344,W36,R06,C01,1212.37,Delivered,Y,2025-12-25,2025-12-27,10.0,500,Prepaid,Standard,2025-12-25 08:28:00,
L9315,W09,R02,C08,557.21,Delivered,N,2025-12-25,2025-12-27,15.7,17939,Prepaid,Standard,2025-12-25 08:29:00,
L9968,W11,R07,C07,643.13,Delivered,Y,2025-12-25,2026-01-01,17.74,12225,Prepaid,Express,2025-12-25 09:18:00,
L7061,W17,R08,C01,1699.88,Delivered,N,2025-12-25,2025-12-25,16.32,11447,Prepaid,Express,2025-12-25 09:20:00,
L7989,W22,R01,C04,795.88,Delivered,Y,2025-12-25,2025-12-29,9.05,5954,Prepaid,Express,2025-12-25 09:41:00,
L7203,W09,R02,C02,,Delivered,N,2025-12-25,2025-12-25,12.22,14060,Prepaid,Standard,2025-12-25 09:50:00,
L9380,W05,R05,C12,1570.49,Delayed,N,2025-12-25,2025-12-31,11.56,23548,Prepaid,Express,2025-12-25 10:30:00,
L7585,W16,R02,C05,464.35999999999996,Delivered,N,2025-12-24,,15.9,19059,Prepaid,Standard,2025-12-25 10:41:00,
L9518,W10,R03,C05,1331.95,Delivered,Y,2025-12-25,2025-12-29,14.77,5754,COD,Express,2025-12-25 10:44:00,
L7622,W02,R04,C03,831.87,Delivered,Y,2025-12-25,2025-12-27,21.79,6981,Credit,Standard,2025-12-25 10:51:00,
L8734,W10,R03,C02,1111.56,Delayed,Y,2025-12-25,2025-12-29,1.96,11779,COD,Standard,2025-12-25 11:03:00,
L9643,W30,R04,C06,1815.91,Delayed,Y,2025-12-25,2025-12-30,6.25,18502,COD,SameDay,2025-12-25 11:24:00,
L8613,W04,R07,C03,635.66,Delivered,Y,2025-12-25,2025-12-29,17.34,16603,COD,Standard,2025-12-25 11:32:00,
L9753,W38,R06,C09,621.82,Delayed,N,2025-12-25,2025-12-26,23.38,6255,Prepaid,Standard,2025-12-25 11:36:00,
L8001,W03,R05,C03,833.42,Delivered,N,2025-12-25,2025-12-26,9.58,18436,COD,Standard,2025-12-25 11:49:00,
L7072,W11,R07,C09,873.73,Delivered,N,2025-12-25,2025-12-30,7.24,27298,Prepaid,Standard,2025-12-25 12:21:00,
L9837,W16,R02,C06,820.92,Delivered,N,2025-12-25,2025-12-28,6.85,21363,Prepaid,Standard,2025-12-25 12:27:00,
L9592,W29,R08,C12,1860.16,Delivered,Y,2025-12-25,2025-12-25,16.6,14477,Prepaid,Express,2025-12-25 12:46:00,
L9337,W09,R02,C07,429.57,Delayed,Y,2025-12-25,2026-01-01,21.35,23852,Prepaid,Express,2025-12-25 12:47:00,
L7969,W39,R06,C04,675.28,Delivered,Y,2025-12-25,2025-12-28,7.89,25701,COD,Standard,2025-12-25 12:55:00,
L7158,W30,R04,C08,872.62,Delivered,N,2025-12-25,2025-12-31,21.75,20495,Prepaid,Standard,2025-12-25 13:37:00,
L9142,W30,R04,C08,397.04,Delivered,N,2025-12-25,2025-12-30,15.44,21791,Prepaid,Express,2025-12-25 13:48:00,
L7637,W21,R07,C07,474.54,Delivered,Y,2025-12-25,2025-12-31,11.06,15991,COD,Standard,2025-12-25 13:53:00,
L9897,W07,R04,C09,570.09,Delivered,N,2025-12-25,2025-12-29,14.06,24370,Prepaid,Standard,2025-12-25 14:26:00,
L8054,W18,R07,C07,499.67,Delayed,N,2025-12-25,2026-01-05,4.33,9904,COD,Standard,2025-12-25 14:45:00,
L8373,W13,R08,C02,769.79,Delivered,Y,2025-12-25,2025-12-28,14.75,13019,Prepaid,Standard,2025-12-25 14:52:00,
L7795,W19,R04,C10,705.63,Delivered,N,2025-12-25,2025-12-28,17.89,19703,COD,Standard,2025-12-25 14:52:00,
L9715,W11,R07,,428.71,Delivered,N,2025-12-25,2025-12-26,11.8,26682,COD,Express,2025-12-25 14:52:00,
L8863,W02,R04,C03,695.04,Delivered,N,2025-12-25,2025-12-28,10.67,19377,Prepaid,Standard,2025-12-25 15:02:00,
L9016,W10,R03,C03,498.54,Delayed,N,2025-12-25,2026-01-01,12.33,20837,Prepaid,Standard,2025-12-25 15:24:00,
L9108,W23,R03,C02,528.86,Delivered,N,2025-12-25,2025-12-27,20.02,10868,COD,Standard,2025-12-25 15:25:00,
L9784,W24,R04,C07,461.77,Delivered,N,2025-12-23,2025-12-31,9.61,11152,Prepaid,Standard,2025-12-25 15:26:00,
L9302,W38,R06,C01,2247.39,Delayed,N,2025-12-25,2025-12-30,21.66,16917,COD,Standard,2025-12-25 15:43:00,
L8931,W16,R02,C15,1275.92,Delivered,Y,2025-12-25,2025-12-25,10.05,21554,Prepaid,Standard,2025-12-25 15:54:00,
L8034,W31,R07,C05,1299.72,Delivered,N,2025-12-25,2025-12-25,17.57,21131,Prepaid,Standard,2025-12-25 15:57:00,
L7323,W38,R06,C04,747.79,Delivered,N,2025-12-25,2025-12-28,4.69,9991,COD,Standard,2025-12-25 16:01:00,
L9176,W16,R02,C04,,Delivered,N,2025-12-25,2025-12-29,13.82,25392,COD,Standard,2025-12-25 16:24:00,
L9705,W34,R04,C05,1208.73,Delivered,N,2025-12-25,2025-12-29,11.1,14878,COD,Standard,2025-12-25 16:29:00,
L8851,W13,R08,C01,,Delivered,N,2025-12-25,2025-12-25,11.78,23031,COD,Standard,2025-12-25 16:31:00,
L8735,W38,R06,C10,,Delivered,N,2025-12-25,2025-12-28,16.83,10205,COD,Standard,2025-12-25 16:32:00,
L9754,W33,R08,C02,558.47,Delivered,N,2025-12-25,2025-12-28,14.64,14192,COD,Standard,2025-12-25 16:49:00,
L9104,W36,R06,C03,570.45,Delivered,N,2025-12-25,2025-12-30,27.01,5198,Prepaid,Standard,2025-12-25 17:12:00,
L7607,W08,R05,C07,261.84,Delivered,N,2025-12-25,2026-01-02,3.63,11459,COD,Standard,2025-12-25 17:35:00,
L7771,W13,R08,C01,1506.16,Delivered,N,2025-12-25,2025-12-26,15.46,19226,Prepaid,Standard,2025-12-25 18:22:00,
L8741,W35,R01,C13,390.78,Delivered,N,2025-12-25,2025-12-31,11.15,3132,Prepaid,Standard,2025-12-25 18:34:00,
L7294,W07,R04,C06,912.48,Delivered,N,2025-12-25,2025-12-25,22.45,13855,COD,Express,2025-12-25 19:09:00,
L7564,W27,R05,C03,704.21,Delivered,Y,2025-12-25,2025-12-29,19.09,27633,COD,Standard,2025-12-25 19:10:00,
L8104,W36,R06,C14,736.19,Delivered,Y,2025-12-25,2025-12-29,8.04,28787,COD,Express,2025-12-25 19:15:00,
L7456,W07,R04,C10,660.82,Delivered,N,2025-12-25,2025-12-28,10.35,19672,COD,Standard,2025-12-25 19:32:00,
L9978,W31,R07,C08,1147.5,Delivered,Y,2025-12-25,2025-12-29,11.67,26252,Prepaid,SameDay,2025-12-25 19:36:00,
L7321,W18,R07,C07,421.55,Delayed,N,2025-12-25,2025-12-31,15.68,25028,Prepaid,Express,2025-12-25 20:33:00,
L9848,W08,R05,C06,1349.28,Delivered,N,2025-12-25,2025-12-25,9.21,23380,Prepaid,Standard,2025-12-25 20:48:00,
L7857,W11,R07,C02,840.16,Delivered,N,2025-12-25,2025-12-29,10.5,19832,Prepaid,Express,2025-12-25 20:55:00,
L9058,W35,R01,C11,,Delivered,N,2025-12-25,2025-12-31,7.91,10731,Prepaid,Express,2025-12-25 20:56:00,
L7619,W30,R04,C07,605.31,Delivered,N,2025-12-25,2026-01-02,9.13,15379,COD,Standard,2025-12-25 21:00:00,
L8030,W02,R04,C06,,Delivered,N,2025-12-25,2025-12-28,15.66,21326,Prepaid,Express,2025-12-25 21:01:00,
L9066,W32,R03,C08,936.0,Delayed,Y,2025-12-25,2025-12-26,20.93,8230,Prepaid,Standard,2025-12-25 21:28:00,
L9852,W16,R02,C10,837.66,Delivered,N,2025-12-25,2025-12-27,13.93,9990,Prepaid,Standard,2025-12-25 21:30:00,
L8929,W06,R08,C05,14235.92,Delivered,N,2025-12-25,2025-12-25,11.18,13094,Prepaid,Standard,2025-12-25 21:41:00,
L8757,W39,R06,C03,568.79,Delayed,Y,2025-12-25,2026-01-01,13.82,27205,Prepaid,Express,2025-12-25 21:47:00,
L7315,W02,R04,C10,445.6,Delivered,Y,2025-12-25,2025-12-25,16.11,8012,Prepaid,Express,2025-12-25 21:55:00,
L8196,W35,R01,C07,258.2,Delivered,N,2025-12-25,2025-12-31,10.13,12202,Prepaid,Standard,2025-12-25 22:00:00,
L8966,W17,R08,C02,1337.21,Delivered,Y,2025-12-25,2025-12-29,12.57,23651,Prepaid,Standard,2025-12-25 22:15:00,
L7104,W34,R04,C03,852.13,Delivered,Y,2025-12-25,2025-12-29,14.97,13361,Prepaid,Standard,2025-12-25 22:44:00,
L7252,W10,R03,C08,361.87,Delivered,N,2025-12-25,2025-12-30,20.89,5163,COD,Standard,2025-12-25 22:56:00,
L9194,W10,R03,C02,694.01,Delayed,N,2025-12-25,2026-01-02,6.7,24494,COD,Express,2025-12-25 23:16:00,
L7515,W10,R03,C02,860.98,Delivered,N,2025-12-24,2025-12-29,9.18,3764,COD,Express,2025-12-25 23:21:00,
L9286,W28,R05,C08,386.6,Delivered,N,2025-12-25,2025-12-28,16.33,5302,Prepaid,SameDay,2025-12-25 23:25:00,
L7198,W36,R06,C07,568.01,Delivered,N,2025-12-25,2026-01-01,3.51,28145,COD,Standard,2025-12-25 23:46:00,
L9827,W01,R01,C07,479.13,Delivered,Y,2025-12-25,2025-12-30,9.37,10476,Prepaid,Standard,2025-12-25 23:50:00,
L9780,W04,R07,C01,947.03,Failed,N,2025-12-25,,10.35,11268,Credit,Standard,2025-12-25 23:51:00,
L7002,W09,R02,C02,749.9,Delayed,N,2025-12-26,2026-01-01,17.07,11664,Prepaid,Standard,2025-12-26 00:02:00,
L7380,W27,R05,C02,274.82,Delivered,N,2025-12-26,2025-12-29,26.49,23161,Prepaid,Standard,2025-12-26 00:03:00,
L7586,W03,R05,C12,981.95,Delivered,Y,2025-12-26,2025-12-27,15.22,23344,Prepaid,Standard,2025-12-26 00:09:00,
L7283,W06,R08,C02,985.21,Failed,Y,2025-12-26,,14.41,19570,Prepaid,Standard,2025-12-26 00:26:00,
L8279,W11,R07,C08,324.06,Delivered,N,2025-12-26,2025-12-31,15.72,17580,Prepaid,Standard,2025-12-26 00:29:00,
L9673,W04,R07,C10,726.02,Delayed,N,2025-12-26,2025-12-28,29.89,11628,COD,Standard,2025-12-26 00:33:00,
L8318,W34,R04,,1314.51,Delivered,N,2025-12-26,,18.64,16457,COD,Standard,2025-12-26 00:36:00,
L9102,W33,R08,C04,435.47,Delivered,N,2025-12-26,2025-12-29,20.04,12333,COD,Standard,2025-12-26 00:41:00,
L7545,W18,R07,C01,1634.99,Delivered,N,2025-12-26,2025-12-28,6.46,17103,Prepaid,Standard,2025-12-26 00:44:00,
L9633,W24,R04,C14,340.9,Delivered,N,2025-12-26,2025-12-28,13.08,19386,Credit,Standard,2025-12-26 01:06:00,
L7330,W19,R04,C12,516.88,Delivered,Y,2025-12-26,2025-12-28,12.91,8964,Prepaid,Express,2025-12-26 01:20:00,
L7777,W11,R07,C08,,Delivered,N,2025-12-26,2025-12-29,8.34,591,Prepaid,Standard,2025-12-26 01:29:00,
L7247,W22,R01,C04,557.71,Delivered,N,2025-12-26,2025-12-29,13.13,17840,COD,Standard,2025-12-26 01:56:00,
L7850,W31,R07,C04,651.14,Delivered,Y,2025-12-26,2025-12-28,5.88,16844,COD,Standard,2025-12-26 02:00:00,
L7605,W06,R08,C06,981.32,Delivered,N,2025-12-26,2025-12-30,17.96,24511,COD,Standard,2025-12-26 02:02:00,
L8614,W08,R05,C08,487.61,Delivered,N,2025-12-26,2025-12-31,12.44,21061,Prepaid,Express,2025-12-26 02:45:00,
L7794,W12,R04,C07,432.35,Delivered,N,2025-12-26,2026-01-03,9.42,19062,Prepaid,Standard,2025-12-26 02:49:00,
L8369,W39,R06,C03,437.8,Delivered,N,2025-12-26,2025-12-30,6.74,11141,COD,Standard,2025-12-26 03:11:00,
L9474,W18,R07,C06,1120.05,Delivered,N,2025-12-26,2025-12-26,23.59,5441,Prepaid,Express,2025-12-26 03:22:00,
L8919,W15,R07,C07,677.17,Delivered,N,2025-12-26,2025-12-29,10.35,12578,COD,Standard,2025-12-26 03:24:00,
L7635,W26,R04,C03,492.31,Delivered,N,2025-12-26,2025-12-31,13.8,16719,COD,Standard,2025-12-26 03:41:00,
L8504,W11,R07,C05,1338.53,Delivered,N,2025-12-26,2025-12-28,17.81,20658,Prepaid,Standard,2025-12-26 04:01:00,
L9918,W29,R08,C02,971.12,Delivered,N,2025-12-26,2025-12-27,2.72,11064,Prepaid,Standard,2025-12-26 04:08:00,
L9554,W40,R03,C08,644.57,Delivered,N,2025-12-26,2025-12-29,10.73,11574,Prepaid,Standard,2025-12-26 04:20:00,
L8635,W36,R06,C02,553.89,Delivered,N,2025-12-26,2025-12-26,19.4,5480,COD,Express,2025-12-26 04:51:00,
L7933,W23,R03,C03,358.49,Delayed,N,2025-12-26,2026-01-03,8.69,22491,Prepaid,Standard,2025-12-26 04:56:00,
L7420,W30,R04,C09,376.58,Delivered,N,2025-12-26,2025-12-31,16.34,11713,Prepaid,Standard,2025-12-26 05:21:00,
L7360,W37,R08,C07,740.45,Delivered,Y,2025-12-26,2026-01-02,12.2,23217,Prepaid,Standard,2025-12-26 05:22:00,
L8095,W39,R06,C03,912.03,Delivered,N,2025-12-26,2025-12-30,3.91,13990,Prepaid,Express,2025-12-26 05:23:00,
L8256,W15,R07,C03,412.77,Delivered,N,2025-12-26,2025-12-26,9.9,14755,COD,Standard,2025-12-26 05:26:00,
L8703,W36,R06,C06,1170.49,Delivered,N,2025-12-26,2025-12-27,24.2,26147,Prepaid,Standard,2025-12-26 05:46:00,
